#NHI    f(N)    err f(N)  ref
16.75	-17.28	0.093	1
17.00	-17.43	0.083	1
17.25	-17.74	0.089	1
17.50	-18.38	0.140	1
17.75	-18.82	0.174	1
18.00	-19.25	0.213	1
18.25	-19.69	0.265	1
18.50	-20.14	0.334	1
18.75	-20.44	0.353	1
18.58	-20.30	0.188	2
18.84	-20.60	0.195	2
19.11	-21.06	0.246	2
19.37	-21.40	0.269	2
19.63	-21.82	0.322	2
19.89	-22.15	0.348	2
19.62	-21.91	0.321	3
19.80	-22.10	0.227	3
19.97	-22.29	0.121	3
20.15	-22.43	0.027	3
20.32	-22.53	0.032	3
20.50	-22.64	0.058	3
20.67	-22.79	0.067	3
20.85	-22.95	0.044	3
21.02	-23.05	0.109	3
21.20	-23.19	0.182	3
21.37	-23.47	0.086	3
21.55	-23.92	0.084	3
21.73	-24.47	0.139	3
21.90	-25.16	0.161	3
22.07	-25.76	0.195	3
22.25	-26.30	0.152	3
22.43	-26.73	0.161	3
22.60	-27.09	0.315	3
22.77	-27.52	0.332	3
22.95	-28.25	0.461	3
